"","dates","Molecular positivity","Molecular & Antigen samples","Serological positivity","Serological sample","SINADEF excess of death","MINSA death","DIRESA & DIRIS death","DIRESA & DIRIS infected","free UCI´s bed %","Vaccinated-1st ","Vaccinated-2nd ","Vaccinated-3rd ","Vaccinated-4th","Vaccinated-5th","Vaccinated-6th"
"719",2022-02-20,7.38,NA,NA,NA,17.123506711468,90,NA,NA,0.38098510301603,40843,64127,75547,3,9,1
"720",2022-02-21,7.46,NA,NA,NA,16.4326447692185,80,NA,NA,0.391104622839472,51855,84356,90180,4,5,0
"721",2022-02-22,6.91,NA,NA,NA,16.1859083612723,95,NA,NA,0.405899868525268,51389,92759,93138,5,2,2
"722",2022-02-23,6.67,NA,NA,NA,16.0872137980938,76,NA,NA,0.400076692439014,46451,78788,93365,0,4,1
"723",2022-02-24,5.32,NA,NA,NA,14.9522263215412,61,NA,NA,0.41438417845208,45031,84039,83050,2,5,0
"724",2022-02-25,5.45,NA,NA,NA,15.0015736031304,82,NA,NA,0.419083251143953,45401,94578,80776,3,3,0
"725",2022-02-26,5.33,NA,NA,NA,14.2613643792918,71,NA,NA,0.436974794449774,40984,83334,83296,5,5,1
"726",2022-02-27,4.15,NA,NA,NA,16.4819920508078,74,NA,NA,0.435175260570538,29591,54675,58479,2,1,1
"727",2022-02-28,5.37,NA,NA,NA,17.0741594298787,51,NA,NA,0.466978733233406,46067,81490,80997,2,6,1
"728",2022-03-01,4.21,NA,NA,NA,14.9522263215412,66,NA,NA,0.423611719876005,40424,63214,71204,6,6,0
"729",2022-03-02,5.09,NA,NA,NA,15.1989627294874,56,NA,NA,0.484853579720872,42115,65690,72086,3,6,1
"730",2022-03-03,4.08,NA,NA,NA,15.0015736031304,59,NA,NA,0.495941304937486,41312,67095,69234,2,7,0
"731",2022-03-04,3.6,NA,NA,NA,14.9522263215412,47,NA,NA,0.512890022939118,42935,77375,68801,1,6,1
"732",2022-03-05,3.19,NA,NA,NA,15.1989627294874,58,NA,NA,0.542435080116183,47721,79248,77257,2,6,0
"733",2022-03-06,3.98,NA,NA,NA,13.6691970002208,45,NA,NA,0.52661031807353,29200,43585,51474,0,5,0
"734",2022-03-07,3.38,NA,NA,NA,12.7809459316144,41,NA,NA,0.54080839930937,37564,55994,64934,3,8,1
"735",2022-03-08,3.18,NA,NA,NA,17.6169795273604,51,NA,NA,0.529740156765664,32961,52560,55605,1,4,1
"736",2022-03-09,3.03,NA,NA,NA,14.3600589424702,39,NA,NA,0.561953886261384,35910,55131,61074,3,6,1
"737",2022-03-10,2.52,NA,NA,NA,14.6561426320057,57,NA,NA,0.510716854024497,39404,53810,62971,4,7,0
"738",2022-03-11,2.72,NA,NA,NA,14.508100787238,49,NA,NA,0.574910824484513,47636,57615,59414,0,4,0
"739",2022-03-12,2.82,NA,NA,NA,13.2250714659176,43,NA,NA,0.571815956891524,49062,65402,77954,1,6,1
"740",2022-03-13,2.32,NA,NA,NA,13.2250714659176,38,NA,NA,0.570009310458685,28428,43509,59038,2,7,0
"741",2022-03-14,2.48,NA,NA,NA,14.3600589424702,37,NA,NA,0.567470100877321,30032,39403,59054,4,3,1
"742",2022-03-15,2.14,NA,NA,NA,14.2613643792918,35,NA,NA,0.590373103582669,25520,39271,63714,2,5,0
"743",2022-03-16,2.19,NA,NA,NA,14.5574480688272,39,NA,NA,0.576972604507578,23448,38162,64181,3,3,0
"744",2022-03-17,2.4,NA,NA,NA,14.7548371951842,39,NA,NA,0.531126709629819,21978,36920,63208,4,4,0
"745",2022-03-18,2.2,NA,NA,NA,13.5705024370423,31,NA,NA,0.579516584057826,29673,43264,63977,7,10,0
"746",2022-03-19,2.51,NA,NA,NA,13.5211551554531,27,NA,NA,0.563708795395359,29554,55849,75142,9,6,0
"747",2022-03-20,1.09,NA,NA,NA,12.6329040868467,35,NA,NA,0.587672300946339,20304,36440,58957,3,6,1
"748",2022-03-21,2.13,NA,NA,NA,11.5966111734725,23,NA,NA,0.570119253905124,18914,32218,58014,10,5,2
"749",2022-03-22,2.54,NA,NA,NA,12.3861676789005,31,NA,NA,0.588348776006199,18907,33620,68239,2,8,0
"750",2022-03-23,2.68,NA,NA,NA,13.4224605922746,22,NA,NA,0.60073374774227,18511,33479,67215,2,7,0
"751",2022-03-24,1.98,NA,NA,NA,12.3861676789005,29,NA,NA,0.592343058332013,17669,32541,83109,2,5,1
"752",2022-03-25,2.36,NA,NA,NA,12.090083989365,27,NA,NA,0.628878008639003,20855,38346,93859,8,8,1
"753",2022-03-26,1.7,NA,NA,NA,11.7446530182403,30,NA,NA,0.607503971759713,27375,60279,137949,7,16,3
"754",2022-03-27,2.15,NA,NA,NA,12.2381258341327,27,NA,NA,0.61155829691203,20041,39964,124890,5,15,0
"755",2022-03-28,1.66,NA,NA,NA,12.5342095236682,20,NA,NA,0.639230839685935,14894,28814,111074,5,14,0
"756",2022-03-29,2.12,NA,NA,NA,12.1394312709542,26,NA,NA,0.677521757192724,15367,27890,112928,4,11,0
"757",2022-03-30,1.79,NA,NA,NA,11.9420421445973,24,NA,NA,0.649165500569817,13997,27138,119653,7,17,0
"758",2022-03-31,1.95,NA,NA,NA,13.915933408167,26,NA,NA,0.655555642866656,12462,27242,129971,40,9,1
"759",2022-04-01,1.85,NA,NA,NA,10.9550965128124,17,NA,NA,0.637211408313888,14094,30527,146774,72,10,3
"760",2022-04-02,1.8,NA,NA,NA,11.2511802023478,17,NA,NA,0.641007604913698,19242,47530,174695,1425,36,2
"761",2022-04-03,3.15,NA,NA,NA,11.9913894261865,13,NA,NA,0.658358534400664,16161,34728,160056,1461,82,2
"762",2022-04-04,2.05,NA,NA,NA,13.3731133106854,22,NA,NA,0.635823672111998,9477,20104,107241,2071,21,0
"763",2022-04-05,1.81,NA,NA,NA,13.6198497186316,22,NA,NA,0.655526265640112,8345,16474,64625,712,2,0
"764",2022-04-06,2.02,NA,NA,NA,13.4224605922746,28,NA,NA,0.652749278409849,12810,26523,129460,3141,4,0
"765",2022-04-07,1.46,NA,NA,NA,11.1524856391693,16,NA,NA,0.655118483409299,13158,26712,120335,4811,7,0
"766",2022-04-08,1.63,NA,NA,NA,13.6198497186316,16,NA,NA,0.665791112442811,15585,31321,118554,4970,8,0
"767",2022-04-09,1.13,NA,NA,NA,12.4848622420789,24,NA,NA,0.679525929482492,17215,41117,129609,5774,7,0
"768",2022-04-10,1.52,NA,NA,NA,13.6198497186316,19,NA,NA,0.67291126330484,12832,29254,110266,2915,14,1
"769",2022-04-11,1.84,NA,NA,NA,11.9420421445973,17,NA,NA,0.676317763083133,11733,24125,108878,10271,15,1
"770",2022-04-12,1.5,NA,NA,NA,13.3237660290961,15,NA,NA,0.657565950589128,12699,25005,110748,10439,10,1
"771",2022-04-13,1.73,NA,NA,NA,9.91880359943822,13,NA,NA,0.693979819813243,14496,27066,111864,13631,5,1
"772",2022-04-14,1.09,NA,NA,NA,13.3731133106854,9,NA,NA,0.675266022525798,8024,16608,62392,2681,4,0
"773",2022-04-15,1.19,NA,NA,NA,12.5342095236682,15,NA,NA,0.683928915269474,4813,10598,39747,1749,4,0
"774",2022-04-16,1.3,NA,NA,NA,12.7809459316144,17,NA,NA,0.65260033010876,10308,26134,96963,5234,4,1
"775",2022-04-17,2.15,NA,NA,NA,11.3498747655263,18,NA,NA,0.698618090338112,8315,18910,66805,2582,10,0
"776",2022-04-18,2.56,NA,NA,NA,12.1887785525435,12,NA,NA,0.698618090338112,10121,22427,94646,12758,2,0
"777",2022-04-19,NA,NA,NA,NA,11.3005274839371,4,NA,NA,0.703452244567809,11092,23493,92299,12823,5,1
"778",2022-04-20,NA,NA,NA,NA,12.6329040868467,15,NA,NA,0.705573324554057,11960,23933,90546,13747,6,0
"779",2022-04-21,NA,NA,NA,NA,14.5574480688272,16,NA,NA,0.703654885801223,12220,24915,90744,13722,5,2
"780",2022-04-22,NA,NA,NA,NA,12.1887785525435,13,NA,NA,0.710054059036071,16269,31002,95954,13845,6,1
"781",2022-04-23,NA,NA,NA,NA,12.1887785525435,15,NA,NA,0.715671686650897,17490,37518,111301,8675,5,1
"782",2022-04-24,NA,NA,NA,NA,11.9913894261865,19,NA,NA,0.722258433249632,13956,29628,92483,5044,18,1
"783",2022-04-25,NA,NA,NA,NA,11.2511802023478,14,NA,NA,0.721226797962831,13420,24627,93923,8166,7,3
"784",2022-04-26,NA,NA,NA,NA,11.2511802023478,17,NA,NA,0.716571860696838,15021,26138,94547,9948,2,1
"785",2022-04-27,NA,NA,NA,NA,12.3861676789005,9,NA,NA,0.723186379223276,15161,26692,90597,11434,14,0
"786",2022-04-28,NA,NA,NA,NA,11.892694863008,13,NA,NA,0.718174159655488,14748,25914,86893,11540,9,2
"787",2022-04-29,NA,NA,NA,NA,13.0276823395606,10,NA,NA,0.729455479454442,16433,29164,86872,12889,9,1
"788",2022-04-30,NA,NA,NA,NA,11.2018329207586,20,NA,NA,0.731448190775195,13679,28283,97643,13331,11,2
"789",2022-05-01,NA,NA,NA,NA,11.3005274839371,10,NA,NA,0.733926067199258,2250,4826,26188,4060,1,0
"790",2022-05-02,NA,NA,NA,NA,11.3498747655263,13,NA,NA,0.733195795055968,4608,9004,53549,10100,4,1
"791",2022-05-03,NA,NA,NA,NA,13.8665861265778,13,NA,NA,0.72457247905942,5321,9950,65461,11988,2,0
"792",2022-05-04,NA,NA,NA,NA,11.4485693287048,20,NA,NA,0.727063352016252,5577,10665,64139,12050,3,0
"793",2022-05-05,NA,NA,NA,NA,11.8433475814188,19,NA,NA,0.727678540849295,5233,10134,62089,12471,4,1
"794",2022-05-06,NA,NA,NA,NA,11.0537910759908,15,NA,NA,0.726405447174577,5129,9316,53936,16863,2,0
"795",2022-05-07,NA,NA,NA,NA,10.7083601048661,8,NA,NA,0.72548136182857,4189,9105,49177,17061,2,0
"796",2022-05-08,NA,NA,NA,NA,12.3861676789005,12,NA,NA,0.724444750855177,890,1813,10180,3243,1,0
"797",2022-05-09,NA,NA,NA,NA,14.8041844767735,11,NA,NA,0.727695301325754,4574,8666,51666,23790,3,1
"798",2022-05-10,NA,NA,NA,NA,12.1887785525435,11,NA,NA,0.702014264850563,5057,9856,55438,30036,5,2
"799",2022-05-11,NA,NA,NA,NA,12.1394312709542,9,NA,NA,0.721778732273462,5137,10064,53951,27805,3,1
"800",2022-05-12,NA,NA,NA,NA,14.113322534524,9,NA,NA,0.718674568547066,5438,10995,52908,25021,5,0
"801",2022-05-13,NA,NA,NA,NA,12.1394312709542,14,NA,NA,0.719775191667504,5934,12347,53538,24042,8,0
"802",2022-05-14,NA,NA,NA,NA,14.2120170977025,13,NA,NA,0.723624443085615,5989,13766,56264,26151,4,1
"803",2022-05-15,NA,NA,NA,NA,11.5472638918833,12,NA,NA,0.724002249601329,3482,8499,37893,16215,0,0
"804",2022-05-16,NA,NA,NA,NA,12.3368203973112,11,NA,NA,0.724763642332225,4625,10313,49411,22183,7,0
"805",2022-05-17,NA,NA,NA,NA,11.2511802023478,14,NA,NA,0.724030297366392,4992,11115,49290,24260,7,6
"806",2022-05-18,NA,NA,NA,NA,11.2511802023478,16,NA,NA,0.720324975215991,4830,10949,47025,25120,4,2
"807",2022-05-19,NA,NA,NA,NA,12.4848622420789,11,NA,NA,0.723896659464854,4894,10522,43216,22529,3,0
"808",2022-05-20,NA,NA,NA,NA,12.0407367077757,9,NA,NA,0.69614713908395,4943,10635,41847,21436,3,1
"809",2022-05-21,NA,NA,NA,NA,13.1757241843284,9,NA,NA,0.72141194968597,4181,9796,37972,25189,4,0
"810",2022-05-22,NA,NA,NA,NA,12.8796404947929,10,NA,NA,0.720393675859092,1747,3959,18058,13142,3,0
"811",2022-05-23,NA,NA,NA,NA,13.1263769027391,14,NA,NA,0.71747015906708,0,0,0,0,0,0
"812",2022-05-24,NA,NA,NA,NA,13.2250714659176,8,NA,NA,0.717711476624146,0,0,0,0,0,0
"813",2022-05-25,NA,NA,NA,NA,12.2381258341327,20,NA,NA,0.71989828495159,NA,NA,NA,NA,NA,NA
"814",2022-05-26,NA,NA,NA,NA,12.9783350579714,12,NA,NA,0.713391821835715,NA,NA,NA,NA,NA,NA
"815",2022-05-27,NA,NA,NA,NA,12.3368203973112,10,NA,NA,0.714329807523736,NA,NA,NA,NA,NA,NA
"816",2022-05-28,NA,NA,NA,NA,13.915933408167,16,NA,NA,0.712662612932675,NA,NA,NA,NA,NA,NA
"817",2022-05-29,NA,NA,NA,NA,11.2511802023478,NA,NA,NA,0.713687051924845,NA,NA,NA,NA,NA,NA
"818",2022-05-30,NA,NA,NA,NA,12.4848622420789,NA,NA,NA,0.714322323911288,NA,NA,NA,NA,NA,NA
"819",2022-05-31,NA,NA,NA,NA,13.2250714659176,NA,NA,NA,0.712700024341063,NA,NA,NA,NA,NA,NA
"820",2022-06-01,NA,NA,NA,NA,12.2381258341327,NA,NA,NA,0.71071490425147,NA,NA,NA,NA,NA,NA
"821",2022-06-02,NA,NA,NA,NA,13.3237660290961,NA,NA,NA,0.713490110533754,NA,NA,NA,NA,NA,NA
"822",2022-06-03,NA,NA,NA,NA,10.8564019496339,NA,NA,NA,0.713532299659382,NA,NA,NA,NA,NA,NA
"823",2022-06-04,NA,NA,NA,NA,9.22794165718879,NA,NA,NA,0.714686662881824,NA,NA,NA,NA,NA,NA
